0.000000	0
0.000000	1
0.018904	1
0.018904	0
1.889832	0
1.889832	1
2.177098	1
2.177098	0
6.569980	0
6.569980	1
6.618311	1
6.618311	2
6.830892	2
6.830892	1
7.246989	1
7.246989	0
7.845553	0
7.845553	1
8.345216	1
8.345216	0
10.316489	0
10.316489	1
10.373653	1
10.373653	0
10.540495	0
10.540495	1
10.547469	1
10.547469	0
11.711164	0
11.711164	1
11.896212	1
11.896212	0
12.318246	0
12.318246	1
12.410535	1
12.410535	0
12.492755	0
12.492755	1
12.517683	1
12.517683	0
13.084057	0
13.084057	1
13.122877	1
13.122877	0
14.197922	0
14.197922	1
14.672495	1
14.672495	2
14.805083	2
14.805083	1
15.143867	1
15.143867	0
15.911468	0
15.911468	1
15.982769	1
15.982769	2
16.206055	2
16.206055	1
16.339920	1
16.339920	2
16.389559	2
16.389559	1
16.402866	1
16.402866	2
16.662022	2
16.662022	1
17.253090	1
17.253090	0
17.934732	0
17.934732	1
18.220598	1
18.220598	0
22.434753	0
22.434753	1
22.461636	1
22.461636	0
23.323488	0
23.323488	1
23.340763	1
23.340763	0
24.338306	0
24.338306	1
25.180382	1
25.180382	0
27.685362	0
27.685362	1
27.691177	1
27.691177	2
27.843781	2
27.843781	1
28.372431	1
28.372431	0
31.929260	0
31.929260	1
31.989544	1
31.989544	0
33.215588	0
33.215588	1
33.235500	1
33.235500	2
33.758339	2
33.758339	1
33.875603	1
33.875603	2
34.045071	2
34.045071	1
34.240528	1
34.240528	0
37.481560	0
37.481560	1
37.656178	1
37.656178	0
38.860405	0
38.860405	1
39.629585	1
39.629585	2
39.837570	2
39.837570	1
39.903030	1
39.903030	0
40.333008	0
40.333008	1
40.401363	1
40.401363	2
40.483639	2
40.483639	3
40.486023	3
40.486023	2
40.666542	2
40.666542	3
40.725952	3
40.725952	2
40.744305	2
40.744305	1
41.142685	1
41.142685	2
41.423283	2
41.423283	3
41.538692	3
41.538692	2
42.288280	2
42.288280	1
42.713085	1
42.713085	0
43.367485	0
43.367485	1
43.514545	1
43.514545	0
44.769001	0
44.769001	1
44.787510	1
44.787510	0
45.089283	0
45.089283	1
45.129723	1
45.129723	0
45.513214	0
45.513214	1
45.664619	1
45.664619	0
48.305496	0
48.305496	1
48.305813	1
48.305813	0
48.436523	0
48.436523	1
48.457714	1
48.457714	2
48.472874	2
48.472874	1
48.514721	1
48.514721	0
49.057377	0
49.057377	1
50.532288	1
50.532288	0
51.017487	0
51.017487	1
51.173737	1
51.173737	0
52.759274	0
52.759274	1
52.762852	1
52.762852	2
53.472008	2
53.472008	1
54.039616	1
54.039616	0
54.382320	0
54.382320	1
54.556843	1
54.556843	0
54.625954	0
54.625954	1
54.972977	1
54.972977	0
55.550579	0
55.550579	1
55.862431	1
55.862431	0
57.656460	0
57.656460	1
57.968285	1
57.968285	2
58.147484	2
58.147484	1
58.260258	1
58.260258	0
58.457134	0
58.457134	1
58.932747	1
58.932747	0
60.526825	0
60.526825	1
60.831509	1
