0.000000	0
0.000000	1
0.047070	1
0.047070	0
0.226553	0
0.226553	1
0.353887	1
0.353887	0
0.355097	0
0.355097	1
0.600361	1
0.600361	2
0.619449	2
0.619449	1
0.776928	1
0.776928	2
0.830762	2
0.830762	1
0.878136	1
0.878136	2
1.134274	2
1.134274	3
1.594000	3
1.594000	2
1.620247	2
1.620247	3
1.652011	3
1.652011	2
1.876385	2
1.876385	3
1.897709	3
1.897709	2
1.899442	2
1.899442	1
1.962341	1
1.962341	2
1.976512	2
1.976512	1
2.018739	1
2.018739	2
2.168042	2
2.168042	1
2.242718	1
2.242718	2
2.351152	2
2.351152	1
2.379519	1
2.379519	2
2.471325	2
2.471325	1
2.546357	1
2.546357	2
2.583563	2
2.583563	3
2.637056	3
2.637056	2
2.696227	2
2.696227	3
3.366371	3
3.366371	2
3.413392	2
3.413392	1
3.652372	1
3.652372	2
3.683498	2
3.683498	1
3.785236	1
3.785236	2
3.788453	2
3.788453	3
5.975715	3
5.975715	2
6.039513	2
6.039513	3
6.045971	3
6.045971	2
6.086125	2
6.086125	3
300.378571	3
300.378571	2
300.404388	2
300.404388	1
300.446655	1
300.446655	0
