0.000000	0
0.000000	1
0.053823	1
0.053823	2
0.222107	2
0.222107	1
0.268374	1
0.268374	0
0.358991	0
0.358991	1
0.377075	1
0.377075	2
0.409389	2
0.409389	1
0.769683	1
0.769683	0
1.478549	0
1.478549	1
1.756931	1
1.756931	0
1.825474	0
1.825474	1
2.252626	1
2.252626	0
2.685598	0
2.685598	1
2.750125	1
2.750125	0
3.769165	0
3.769165	1
3.919791	1
3.919791	0
4.301430	0
4.301430	1
4.354947	1
4.354947	0
5.185740	0
5.185740	1
5.322516	1
5.322516	2
5.324960	2
5.324960	1
5.516298	1
5.516298	0
5.737552	0
5.737552	1
5.836494	1
5.836494	0
5.967002	0
5.967002	1
6.376604	1
6.376604	0
6.769392	0
6.769392	1
6.811039	1
6.811039	0
8.216061	0
8.216061	1
8.301063	1
8.301063	0
8.990108	0
8.990108	1
9.062928	1
9.062928	2
9.071713	2
9.071713	1
9.380284	1
9.380284	0
9.916112	0
9.916112	1
9.924281	1
9.924281	2
9.934525	2
9.934525	1
10.081869	1
10.081869	0
11.055343	0
11.055343	1
11.174438	1
11.174438	0
11.659016	0
11.659016	1
11.709629	1
11.709629	0
12.660883	0
12.660883	1
12.915539	1
12.915539	2
13.096209	2
13.096209	1
13.109164	1
13.109164	0
14.195547	0
14.195547	1
14.286508	1
14.286508	0
15.185339	0
15.185339	1
15.405129	1
15.405129	2
15.639442	2
15.639442	1
15.925390	1
15.925390	0
16.644949	0
16.644949	1
16.743876	1
16.743876	0
17.215355	0
17.215355	1
17.231575	1
17.231575	0
18.116867	0
18.116867	1
18.212828	1
18.212828	2
18.276295	2
18.276295	1
18.832052	1
18.832052	0
19.035521	0
19.035521	1
19.049257	1
19.049257	0
19.193857	0
19.193857	1
19.334951	1
19.334951	0
19.410343	0
19.410343	1
19.775082	1
19.775082	2
19.902994	2
19.902994	1
20.239248	1
20.239248	0
20.639229	0
20.639229	1
20.912395	1
20.912395	0
21.957584	0
21.957584	1
22.233522	1
22.233522	0
22.667095	0
22.667095	1
22.708376	1
22.708376	0
23.280300	0
23.280300	1
23.541550	1
23.541550	2
23.732203	2
23.732203	1
23.988483	1
23.988483	2
24.018240	2
24.018240	1
24.318373	1
24.318373	0
25.216602	0
25.216602	1
25.396002	1
25.396002	0
25.712154	0
25.712154	1
25.712841	1
25.712841	2
25.763569	2
25.763569	1
25.779696	1
25.779696	2
25.849710	2
25.849710	1
25.865553	1
25.865553	2
25.912483	2
25.912483	1
25.930569	1
25.930569	0
27.512480	0
27.512480	1
27.718372	1
27.718372	0
30.114590	0
30.114590	1
30.317032	1
30.317032	0
30.562532	0
30.562532	1
30.629614	1
30.629614	2
30.917654	2
30.917654	1
31.268244	1
31.268244	0
31.551439	0
31.551439	1
31.772320	1
31.772320	2
32.013523	2
32.013523	1
32.089027	1
32.089027	2
32.205826	2
32.205826	1
32.278706	1
32.278706	0
32.705624	0
32.705624	1
32.765087	1
32.765087	2
32.900082	2
32.900082	1
33.100750	1
