0.000000	0
0.000000	1
0.270777	1
0.270777	2
0.286514	2
0.286514	3
2.750626	3
2.750626	2
2.798503	2
2.798503	1
2.928898	1
2.928898	2
2.953494	2
2.953494	1
2.969831	1
2.969831	0
3.382073	0
3.382073	1
3.508394	1
3.508394	0
4.133668	0
4.133668	1
4.142328	1
4.142328	0
4.467705	0
4.467705	1
4.606147	1
4.606147	0
5.068005	0
5.068005	1
5.191285	1
5.191285	0
5.267414	0
5.267414	1
5.385412	1
5.385412	0
5.394183	0
5.394183	1
5.493426	1
5.493426	2
5.573024	2
5.573024	3
5.613868	3
5.613868	2
5.648419	2
5.648419	3
12.447548	3
12.447548	2
12.673625	2
12.673625	3
13.614361	3
13.614361	2
13.730127	2
13.730127	3
14.246780	3
14.246780	2
14.263769	2
14.263769	3
14.337803	3
14.337803	2
14.352580	2
14.352580	1
14.641842	1
14.641842	2
14.965810	2
14.965810	3
15.920352	3
15.920352	2
16.029865	2
16.029865	3
16.295208	3
16.295208	2
16.311045	2
16.311045	1
16.370968	1
16.370968	2
16.521900	2
16.521900	3
16.667068	3
16.667068	2
16.698320	2
16.698320	1
16.863966	1
16.863966	0
16.924007	0
16.924007	1
17.000883	1
17.000883	2
17.023355	2
17.023355	3
23.092873	3
23.092873	2
23.691431	2
23.691431	1
23.767460	1
23.767460	0
23.980614	0
23.980614	1
24.131992	1
24.131992	2
24.175566	2
24.175566	3
32.230198	3
32.230198	2
32.417885	2
32.417885	1
32.563564	1
32.563564	0
32.685715	0
32.685715	1
32.784447	1
32.784447	2
32.792255	2
32.792255	1
32.821938	1
32.821938	0
33.072216	0
33.072216	1
33.078354	1
33.078354	0
33.242973	0
33.242973	1
33.262707	1
33.262707	0
33.262882	0
33.262882	1
33.304276	1
33.304276	0
33.651997	0
33.651997	1
33.730213	1
33.730213	2
33.908142	2
33.908142	3
33.915684	3
33.915684	2
34.176163	2
34.176163	3
37.328884	3
37.328884	2
37.662666	2
37.662666	3
39.390167	3
39.390167	2
39.453461	2
39.453461	1
39.571548	1
39.571548	0
39.574070	0
39.574070	1
39.667171	1
39.667171	2
39.758003	2
39.758003	3
40.140678	3
40.140678	2
40.158062	2
40.158062	3
40.367165	3
40.367165	2
40.801571	2
40.801571	1
41.455540	1
41.455540	0
41.589149	0
41.589149	1
41.791405	1
41.791405	2
41.796326	2
41.796326	1
41.897865	1
41.897865	2
41.983765	2
41.983765	3
42.231106	3
42.231106	2
42.262344	2
42.262344	1
42.447102	1
42.447102	2
42.567421	2
42.567421	1
42.618679	1
42.618679	2
42.794659	2
42.794659	1
42.829636	1
42.829636	0
42.929241	0
42.929241	1
43.012039	1
43.012039	0
43.249859	0
43.249859	1
43.376488	1
43.376488	0
43.538353	0
43.538353	1
43.552723	1
43.552723	0
43.675877	0
43.675877	1
43.953617	1
43.953617	0
45.058289	0
45.058289	1
45.068123	1
45.068123	0
45.197701	0
45.197701	1
45.451172	1
45.451172	2
45.486561	2
45.486561	3
45.713097	3
